degree,year,goal,study_hours,self_learning_hours,screen_time,sleep_hours,cgpa,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,internships_count,github_activity_score,programming_score,sql_score,communication_score,resume_score,ats_score,academic_score,academic_category,employability_score
BBA,1,Higher Studies,4.1,2.8,6.9,8.1,6.73,89,67,1,4,4,0,60,79,69,81,52,59,64.9,Average,60.8
BBA,2,Placement,3.5,3.8,4.0,7.7,9.24,100,94,1,6,4,0,85,93,91,80,64,76,92.0,Excellent,76.8
B.Tech,2,Government Exam,1.8,1.2,6.4,5.8,7.96,82,85,1,3,0,0,70,70,97,61,50,49,63.1,Average,57.2
B.Tech,3,Higher Studies,6.1,2.1,4.7,5.3,8.47,98,89,0,4,2,0,60,52,76,59,41,40,93.5,Excellent,51.0
B.Tech,3,Placement,3.5,3.0,2.9,5.9,6.67,79,80,1,7,5,0,90,81,61,67,63,63,72.7,Average,72.7
B.Com,2,Placement,6.3,2.3,5.7,6.2,8.92,100,96,0,5,5,0,100,67,72,63,50,49,99.2,Excellent,63.0
B.Tech,3,Higher Studies,5.8,2.2,9.1,6.7,8.51,96,96,0,4,2,0,49,81,73,55,40,47,88.9,Good,56.1
B.Tech,3,Placement,5.3,1.1,3.1,8.2,7.83,76,77,0,4,3,1,81,70,72,46,59,53,85.7,Good,63.7
Law,2,Placement,5.4,0.0,6.2,6.5,6.17,79,93,3,2,0,0,40,59,71,47,45,41,39.4,At Risk,43.6
B.Tech,3,Higher Studies,3.6,3.5,7.6,8.7,7.42,71,82,0,7,5,0,85,80,73,50,56,54,83.4,Good,70.4
Law,2,Placement,7.3,2.8,10.6,5.3,9.55,88,97,0,7,4,0,98,87,80,52,76,80,100.0,Excellent,77.5
BBA,1,Placement,4.6,3.6,5.0,6.7,7.78,80,87,0,3,0,0,52,56,97,67,54,49,84.1,Good,53.1
B.Com,1,Higher Studies,5.0,2.0,4.7,7.8,7.3,81,85,1,3,1,0,31,54,37,55,52,58,70.5,Average,42.9
B.Tech,1,Placement,3.5,1.6,3.7,7.8,7.22,84,88,1,4,2,0,74,67,84,55,60,57,68.0,Average,59.4
B.Tech,2,Placement,3.1,2.5,8.3,6.7,7.22,87,94,2,6,4,0,96,81,67,49,68,60,59.8,Average,70.1
BBA,4,Placement,5.2,3.5,4.3,8.0,6.96,85,89,0,7,5,2,98,92,53,50,86,81,88.1,Good,87.2
B.Com,3,Higher Studies,4.8,2.2,5.3,7.8,7.59,87,83,0,3,3,1,63,58,44,49,72,65,80.4,Good,55.3
BBA,3,Higher Studies,3.3,3.5,2.3,6.3,8.7,96,89,0,4,3,0,71,77,69,64,40,40,92.1,Excellent,57.8
B.Tech,2,Government Exam,2.3,1.3,7.8,7.3,8.45,82,84,1,4,3,1,87,65,65,77,68,77,69.4,Average,66.6
BBA,2,Placement,2.6,2.3,8.3,7.7,6.61,83,87,0,4,3,0,51,81,48,83,53,53,65.0,Average,58.8
BBA,2,Placement,6.3,2.4,7.7,6.4,8.99,100,95,0,4,2,0,63,66,64,65,67,72,96.0,Excellent,58.0
BBA,1,Placement,3.6,4.0,2.8,8.7,8.12,89,84,0,5,3,0,95,66,80,77,62,60,90.9,Excellent,66.3
BBA,1,Placement,4.0,2.7,7.2,6.2,8.07,94,97,0,4,3,0,76,75,88,55,55,58,82.8,Good,61.2
B.Com,3,Entrepreneurship,6.7,4.6,2.7,7.1,8.29,94,96,0,8,5,1,81,100,66,71,91,87,100.0,Excellent,89.8
BCA,4,Placement,2.8,0.9,6.1,5.8,6.49,89,95,2,5,4,3,54,61,66,54,82,91,50.0,At Risk,75.4
B.Tech,1,Placement,3.4,2.7,6.4,7.1,7.05,87,76,0,3,0,0,56,63,74,70,55,54,71.5,Average,53.1
BCA,1,Placement,3.3,2.7,6.6,5.9,8.15,97,86,0,4,2,0,92,72,82,55,50,46,82.1,Good,60.8
B.Tech,3,Higher Studies,6.9,3.2,7.1,6.7,6.85,88,80,2,5,2,0,73,74,67,56,61,54,69.0,Average,62.6
B.Tech,2,Higher Studies,7.5,1.5,6.0,5.4,7.09,90,100,0,4,3,0,77,57,70,64,72,66,84.2,Good,58.4
B.Tech,4,Higher Studies,5.6,4.5,2.1,7.8,8.02,93,87,0,8,6,1,100,96,59,84,86,80,100.0,Excellent,90.5
B.Tech,3,Entrepreneurship,5.7,2.5,7.1,7.4,7.04,77,93,1,6,5,1,100,87,62,75,75,84,75.3,Good,79.9
B.Tech,4,Placement,3.6,1.2,6.2,8.1,8.19,81,96,0,6,6,1,100,71,55,56,61,59,84.6,Good,71.3
B.Tech,2,Placement,7.4,2.5,4.2,6.7,7.33,83,83,2,5,0,0,94,76,49,52,78,77,75.7,Good,65.6
B.Com,3,Placement,4.9,2.1,2.9,8.1,7.86,100,86,0,6,4,1,100,77,46,55,62,78,90.9,Excellent,71.8
Law,2,Higher Studies,5.8,5.8,9.1,7.0,8.06,88,91,1,7,2,0,94,88,52,72,68,76,90.4,Excellent,75.4
B.Tech,3,Higher Studies,4.3,3.8,8.5,7.1,7.12,88,93,1,6,5,2,89,84,51,67,83,77,73.0,Average,82.4
Law,2,Higher Studies,4.1,2.6,7.4,9.0,7.3,70,82,0,4,2,0,75,66,69,72,61,67,76.4,Good,59.6
BCA,1,Higher Studies,7.0,2.4,4.6,6.5,7.34,88,80,0,1,2,0,39,60,71,58,40,40,81.8,Good,41.1
B.Tech,2,Higher Studies,5.3,3.6,2.0,8.2,7.68,89,93,2,6,4,0,100,94,58,69,69,68,78.6,Good,74.8
B.Tech,2,Entrepreneurship,6.7,3.7,7.5,7.5,7.04,63,73,0,6,2,0,65,91,52,68,54,51,88.2,Good,67.7
BCA,4,Higher Studies,4.9,0.0,6.7,6.4,7.43,89,86,1,4,3,1,85,54,97,80,77,76,67.4,Average,68.5
BBA,3,Government Exam,3.2,3.3,5.3,5.7,8.06,77,95,0,7,4,1,78,78,58,83,65,62,89.4,Good,77.6
BBA,3,Placement,3.6,2.5,8.2,6.0,6.42,76,84,0,4,4,1,56,58,56,75,59,58,67.1,Average,59.4
B.Tech,1,Higher Studies,4.7,0.9,7.7,8.1,7.16,93,79,2,0,0,0,22,45,41,80,44,42,49.4,At Risk,32.4
B.Tech,3,Entrepreneurship,3.6,3.6,6.4,8.7,7.9,90,78,0,7,5,0,100,83,72,64,66,68,88.6,Good,75.6
B.Tech,2,Placement,2.8,5.2,6.1,7.1,5.5,73,86,2,7,4,1,100,86,92,56,88,90,54.8,At Risk,85.8
B.Tech,4,Government Exam,6.3,3.2,6.1,7.1,9.52,93,91,1,7,6,2,86,100,62,64,94,94,100.0,Excellent,91.4
B.Tech,4,Government Exam,3.7,3.8,7.4,7.8,8.39,88,81,0,6,5,1,86,89,59,63,75,83,90.5,Excellent,77.7
B.Tech,1,Placement,4.7,4.7,4.3,7.1,6.22,82,88,1,7,4,0,74,96,69,62,62,67,74.9,Average,75.0
B.Com,4,Higher Studies,4.9,1.5,6.9,8.1,5.75,69,84,2,6,5,1,93,78,69,64,70,77,53.0,At Risk,76.1
Law,1,Placement,3.6,0.3,4.2,7.3,7.47,96,76,0,0,0,0,16,54,27,62,40,40,67.0,Average,30.2
B.Tech,2,Entrepreneurship,6.7,3.3,8.7,7.1,6.89,75,100,0,7,4,0,85,86,74,59,61,55,87.1,Good,73.9
Law,2,Government Exam,2.8,2.2,7.1,6.3,8.19,77,83,0,2,2,0,63,63,93,63,46,47,75.3,Good,50.9
B.Tech,1,Placement,4.9,0.9,4.6,6.1,7.99,97,93,0,1,1,0,48,55,65,74,51,53,77.7,Good,43.4
BCA,3,Placement,4.9,2.4,6.2,4.0,7.74,85,100,0,6,5,0,93,94,63,54,67,62,87.2,Good,72.8
B.Tech,1,Higher Studies,4.4,3.4,4.3,8.2,7.05,85,90,1,5,2,0,97,78,76,81,57,59,74.1,Average,68.8
BCA,1,Placement,2.6,2.3,9.0,6.9,8.72,98,91,0,1,1,0,30,64,75,77,40,40,75.1,Good,43.4
Law,3,Placement,5.8,1.6,9.2,6.6,8.45,86,77,0,4,2,0,78,51,67,66,62,60,86.9,Good,55.5
BCA,3,Higher Studies,5.6,2.2,7.4,5.0,8.29,92,100,0,5,4,0,92,90,76,36,55,48,90.2,Excellent,66.6
B.Tech,4,Placement,3.5,2.5,9.1,6.4,8.5,97,95,1,7,4,0,87,88,77,38,73,75,80.3,Good,74.5
BCA,3,Placement,5.6,0.2,6.3,6.2,6.82,97,70,1,4,3,0,74,66,47,66,60,64,65.3,Average,56.5
B.Tech,3,Government Exam,5.1,2.3,7.5,6.2,8.82,89,100,0,6,5,2,94,69,47,73,88,78,94.8,Excellent,80.1
B.Com,2,Entrepreneurship,2.6,0.9,8.4,7.3,7.05,81,83,0,2,2,0,28,42,45,86,41,40,61.5,Average,38.9
BCA,1,Government Exam,3.2,3.3,6.0,7.1,7.68,92,83,0,4,2,0,48,67,42,60,52,60,79.7,Good,52.0
B.Tech,1,Government Exam,6.2,0.6,6.1,5.6,7.69,90,81,0,2,1,0,51,52,77,58,47,42,79.3,Good,45.1
BCA,2,Placement,5.0,3.7,7.9,5.7,5.95,78,80,1,7,2,0,99,87,77,50,65,62,68.1,Average,75.5
BCA,3,Placement,3.7,2.0,7.3,5.7,8.31,100,94,0,4,2,1,46,64,71,72,58,53,82.2,Good,61.0
B.Tech,2,Placement,3.2,1.8,4.5,8.8,5.74,65,74,1,3,2,0,64,60,89,65,46,52,52.8,At Risk,53.2
BBA,3,Government Exam,3.7,2.9,2.0,8.5,6.59,71,82,1,6,3,0,100,62,60,59,53,58,71.6,Average,63.7
B.Tech,2,Entrepreneurship,3.8,1.5,5.6,6.1,7.07,71,100,1,4,3,1,50,69,54,65,57,56,65.3,Average,60.0
BBA,1,Government Exam,3.2,2.8,2.0,5.0,5.63,87,81,0,3,0,0,55,64,66,63,57,60,64.4,Average,52.6
B.Com,1,Entrepreneurship,1.9,1.6,4.0,7.1,6.19,85,87,1,1,0,0,54,59,82,76,51,52,48.4,At Risk,46.8
B.Com,4,Higher Studies,6.2,1.8,4.3,7.0,8.05,79,79,0,4,4,1,54,63,56,59,66,67,90.5,Excellent,59.9
BCA,3,Placement,6.0,3.0,4.9,7.3,7.48,86,74,1,6,4,2,100,78,94,64,78,81,82.8,Good,85.4
BCA,4,Placement,2.6,1.1,7.6,7.7,7.05,85,94,0,4,4,1,63,65,63,75,63,63,66.8,Average,63.1
B.Tech,1,Placement,4.7,1.0,8.1,7.5,6.78,66,91,2,2,0,0,42,59,72,61,59,56,50.3,At Risk,47.5
BBA,4,Placement,3.1,2.8,7.0,5.9,7.41,88,98,1,5,5,0,59,85,67,56,66,71,69.3,Average,64.6
B.Tech,1,Higher Studies,4.1,2.5,7.3,7.3,7.22,76,83,0,5,4,0,59,74,59,49,40,40,77.8,Good,56.5
BCA,1,Placement,4.0,2.7,7.3,7.9,6.02,85,89,0,3,3,0,46,69,78,52,45,45,64.2,Average,50.8
B.Tech,4,Higher Studies,3.9,2.9,2.0,6.3,7.3,77,63,1,6,4,3,100,81,20,57,83,84,77.7,Good,83.8
B.Tech,2,Higher Studies,7.5,2.6,6.0,7.3,6.91,86,86,1,4,2,0,100,67,59,76,68,65,76.9,Good,62.9
BCA,3,Placement,3.8,3.2,2.4,6.4,8.28,100,96,0,5,4,2,100,62,76,56,81,74,91.8,Excellent,76.1
B.Tech,1,Placement,3.3,2.6,7.0,9.0,7.04,93,77,0,5,4,0,78,77,43,62,48,45,74.4,Average,59.9
BBA,3,Placement,3.4,0.1,2.0,5.7,9.67,100,100,0,3,1,1,50,48,54,52,65,66,91.6,Excellent,51.6
B.Tech,4,Placement,6.1,0.4,5.6,8.2,8.68,92,88,0,4,2,0,53,68,57,65,78,78,90.8,Excellent,58.6
B.Tech,2,Government Exam,2.0,4.8,7.1,5.3,7.09,73,82,0,5,4,1,96,77,60,68,74,69,75.3,Good,73.0
BCA,3,Placement,3.4,2.5,3.8,8.8,7.92,86,84,1,5,3,0,69,70,55,69,53,45,76.7,Good,60.0
B.Tech,1,Higher Studies,6.7,3.6,7.9,5.9,6.02,78,91,1,3,2,0,52,62,49,86,64,57,65.5,Average,53.2
B.Tech,3,Entrepreneurship,4.9,2.1,7.0,7.2,8.5,90,85,0,2,1,1,51,62,63,64,58,57,83.7,Good,53.5
BBA,2,Entrepreneurship,4.8,2.4,6.8,5.4,6.88,72,77,1,3,2,0,62,62,77,68,46,54,65.5,Average,52.4
B.Tech,1,Entrepreneurship,7.7,2.0,7.4,5.7,8.14,94,80,0,3,1,0,46,67,70,58,52,46,90.7,Excellent,51.3
B.Com,2,Placement,4.9,5.5,5.3,7.9,6.98,75,79,3,7,3,0,100,75,80,91,66,69,66.0,Average,76.9
B.Tech,1,Placement,3.4,2.8,6.3,8.0,6.86,96,83,1,3,2,0,47,82,61,75,46,40,62.5,Average,54.9
B.Tech,4,Placement,4.1,1.9,6.0,7.2,7.35,87,89,0,6,3,2,79,69,83,75,70,74,80.7,Good,79.8
BBA,2,Placement,2.8,0.5,6.0,7.7,7.39,94,78,0,3,2,0,40,63,45,78,47,43,68.6,Average,48.3
B.Tech,1,Entrepreneurship,6.4,4.9,4.7,8.0,7.83,96,89,1,7,3,0,81,98,84,73,67,67,92.9,Excellent,79.8
B.Tech,2,Higher Studies,5.4,2.3,3.5,6.3,7.7,100,90,0,2,0,0,49,64,81,78,54,57,82.8,Good,51.3
B.Tech,2,Placement,6.2,3.4,5.3,5.6,6.36,83,72,1,4,3,0,64,67,41,62,45,46,70.9,Average,52.5
B.Tech,3,Placement,6.3,3.5,5.2,7.0,9.8,95,94,0,7,5,0,86,86,72,92,56,58,100.0,Excellent,76.3
B.Com,4,Placement,3.9,1.9,4.5,6.4,7.69,85,85,1,6,2,2,73,80,63,46,80,81,76.5,Good,78.7
B.Tech,2,Higher Studies,3.1,3.3,7.7,7.4,7.76,100,86,0,5,3,1,61,78,63,61,65,74,80.2,Good,68.0
BBA,4,Government Exam,4.4,1.8,3.7,7.5,7.26,75,79,0,5,4,2,70,64,65,85,72,66,81.2,Good,74.4
B.Com,3,Entrepreneurship,3.2,1.3,5.7,6.3,6.59,75,80,0,4,3,0,84,69,55,62,48,47,67.3,Average,57.1
B.Tech,1,Entrepreneurship,4.7,3.9,8.3,7.7,7.75,90,86,0,5,1,0,69,98,79,72,53,53,85.7,Good,69.9
Law,3,Placement,6.2,2.3,7.8,7.7,8.09,89,100,1,3,3,0,64,60,65,59,43,40,78.1,Good,49.5
B.Tech,2,Placement,4.2,3.1,8.4,7.7,8.71,100,90,0,5,4,0,100,81,48,70,45,49,90.2,Excellent,64.0
Law,3,Placement,4.7,3.0,4.8,6.6,9.48,86,100,0,5,3,1,82,78,64,60,70,68,100.0,Excellent,71.1
B.Tech,4,Placement,4.4,3.3,7.6,7.8,8.88,93,100,0,8,4,2,100,90,57,79,91,96,99.1,Excellent,94.0
BBA,2,Entrepreneurship,5.7,0.6,3.9,7.5,6.17,79,69,2,2,1,1,42,58,74,68,69,69,51.8,At Risk,54.7
BCA,4,Higher Studies,3.5,1.8,5.4,7.6,7.01,76,80,0,7,5,1,100,88,45,43,80,78,78.7,Good,79.2
B.Tech,3,Government Exam,1.2,2.1,5.6,8.7,7.38,93,95,0,5,2,0,100,69,95,55,59,68,71.3,Average,66.2
BCA,2,Placement,5.2,1.5,4.8,7.3,7.32,85,85,1,2,0,1,18,67,66,53,59,50,68.3,Average,50.6
BBA,3,Placement,6.0,3.0,5.3,6.4,7.76,87,85,0,3,5,1,72,67,46,81,57,60,86.8,Good,59.4
B.Tech,2,Placement,5.2,3.9,5.0,5.9,5.74,72,83,0,4,2,0,41,84,61,50,49,56,72.3,Average,55.8
B.Tech,4,Higher Studies,3.5,4.1,4.0,8.1,8.25,88,96,0,8,5,1,100,99,57,61,85,77,96.8,Excellent,88.5
BBA,3,Government Exam,2.8,2.1,7.7,7.4,5.63,69,77,0,5,3,1,73,73,53,90,70,70,59.9,Average,70.7
BBA,1,Placement,5.2,2.9,5.6,8.7,6.27,88,77,2,3,1,0,83,66,71,79,41,44,56.0,Average,55.3
Law,2,Government Exam,4.7,3.0,6.4,5.0,6.69,91,62,1,4,4,0,78,77,98,54,55,51,67.4,Average,62.9
BBA,3,Government Exam,4.3,3.2,6.3,7.9,7.46,100,85,0,6,5,1,100,74,93,54,65,68,84.8,Good,76.1
Law,1,Placement,7.2,1.4,6.1,6.7,6.52,86,78,2,2,3,0,29,58,68,53,55,62,58.7,Average,44.1
BBA,1,Government Exam,3.1,4.7,6.2,6.6,6.41,79,72,2,6,3,0,100,99,53,67,60,64,59.7,Average,74.0
B.Tech,2,Placement,7.2,3.6,5.4,6.2,9.01,91,89,0,5,2,0,100,83,69,59,73,83,100.0,Excellent,69.8
B.Tech,2,Higher Studies,4.5,3.6,8.8,7.9,7.48,91,81,0,4,3,0,98,60,76,67,65,60,79.9,Good,61.2
BBA,2,Government Exam,1.7,3.9,7.5,7.6,7.55,89,86,0,7,5,1,88,79,68,68,67,66,80.0,Good,78.6
BCA,2,Entrepreneurship,4.2,3.1,6.0,5.9,6.42,80,78,0,6,4,0,89,82,76,65,58,51,76.3,Good,70.6
B.Tech,1,Placement,5.9,1.3,5.1,7.2,7.74,86,89,0,1,0,0,14,43,71,66,49,47,79.2,Good,36.6
B.Tech,3,Placement,4.0,2.3,5.8,7.7,7.37,96,85,0,6,6,0,82,86,69,66,64,67,81.7,Good,71.1
Law,2,Placement,2.3,0.5,6.8,7.2,6.53,79,91,3,4,1,0,72,58,46,55,53,55,37.3,At Risk,52.1
BCA,1,Placement,4.3,3.0,9.0,8.1,7.49,98,80,0,5,3,0,90,81,63,47,60,57,79.7,Good,64.6
B.Tech,2,Higher Studies,3.2,2.3,3.3,6.7,5.68,79,91,3,3,2,1,63,79,93,65,59,58,38.4,At Risk,65.1
BCA,3,Entrepreneurship,5.2,2.5,7.3,4.7,8.08,87,95,0,5,3,1,54,74,72,55,76,66,87.9,Good,68.4
B.Tech,1,Placement,5.7,3.9,8.3,7.2,7.39,80,96,1,3,2,0,55,62,82,76,49,49,73.7,Average,53.6
B.Tech,1,Placement,2.9,2.0,3.0,7.2,7.11,84,85,1,1,2,0,39,55,95,49,47,55,60.5,Average,42.6
B.Tech,1,Placement,3.4,2.2,5.6,7.3,8.18,94,85,0,3,2,0,70,66,47,60,55,47,80.5,Good,51.7
B.Tech,4,Placement,5.6,2.5,3.9,8.1,8.13,87,83,0,6,5,0,98,82,100,66,73,73,95.2,Excellent,76.1
BBA,3,Placement,3.2,0.3,6.9,5.0,7.1,92,97,0,2,0,0,51,62,79,80,47,54,64.1,Average,49.7
B.Tech,3,Placement,2.9,2.2,5.3,6.8,6.33,78,89,3,2,3,0,40,49,82,60,49,44,38.3,At Risk,44.0
B.Com,3,Government Exam,2.7,0.0,5.7,6.1,8.51,91,80,0,3,2,0,60,62,54,67,54,53,76.5,Good,51.2
B.Com,3,Placement,5.0,1.8,5.2,5.8,6.45,71,88,0,5,4,2,100,67,75,72,70,76,75.1,Good,77.3
B.Tech,2,Higher Studies,5.0,3.5,7.4,6.9,8.21,95,81,1,6,4,0,100,95,52,74,62,75,84.2,Good,73.9
BBA,3,Government Exam,3.5,3.0,6.5,7.7,5.98,77,81,0,5,4,0,85,60,67,69,52,54,67.9,Average,60.2
BCA,1,Placement,4.5,1.8,6.5,7.3,8.4,100,95,0,2,0,0,54,74,70,86,53,55,81.9,Good,53.9
B.Com,3,Higher Studies,6.8,2.5,6.3,6.3,8.83,99,100,0,5,5,1,81,73,61,60,80,74,99.8,Excellent,70.6
B.Tech,3,Higher Studies,3.0,1.2,7.1,6.9,5.63,78,79,3,4,5,1,69,55,82,85,48,50,33.5,At Risk,61.8
BBA,2,Higher Studies,1.6,2.5,5.5,7.9,7.54,97,84,2,4,3,1,82,77,57,73,71,70,56.6,Average,68.4
BCA,2,Placement,5.2,6.0,9.4,7.7,8.01,93,87,0,5,2,0,71,93,34,67,59,61,92.2,Excellent,64.6
B.Tech,2,Placement,4.3,4.7,3.5,6.4,8.18,98,96,0,8,6,0,100,100,61,68,82,84,100.0,Excellent,84.3
B.Tech,3,Government Exam,3.4,2.6,2.5,6.4,7.74,81,92,0,5,3,2,59,82,83,76,78,76,84.8,Good,79.3
BBA,3,Government Exam,5.5,2.7,2.4,5.3,6.86,87,82,1,4,3,1,79,71,100,56,71,78,74.3,Average,69.1
BBA,4,Placement,5.8,1.3,2.0,6.6,7.57,91,70,0,4,5,1,84,62,84,66,63,65,86.5,Good,65.8
B.Tech,2,Placement,1.2,1.5,7.3,5.3,8.58,80,69,0,3,3,0,65,51,81,62,52,48,73.9,Average,50.6
BCA,3,Placement,3.5,2.9,7.1,9.0,6.43,94,82,1,5,1,2,76,75,59,84,83,77,62.8,Average,78.5
B.Tech,3,Placement,8.0,1.9,8.4,6.1,8.39,82,79,0,4,3,0,67,63,99,57,75,82,94.3,Excellent,61.6
BBA,4,Higher Studies,5.4,3.6,3.9,8.1,8.74,83,85,0,7,6,1,100,89,75,88,71,77,100.0,Excellent,85.5
B.Tech,2,Placement,5.5,4.4,7.5,8.8,6.84,61,80,1,6,2,0,100,88,75,59,64,66,76.5,Good,73.4
B.Com,2,Placement,6.3,2.9,6.1,7.2,6.56,86,97,0,4,3,0,83,85,74,48,50,43,79.0,Good,61.5
B.Tech,3,Government Exam,4.5,2.6,6.3,6.9,6.44,69,81,1,5,2,1,58,69,47,54,66,64,66.0,Average,63.4
B.Tech,3,Placement,5.7,0.5,7.3,5.7,8.11,86,93,0,2,2,0,30,50,70,54,43,46,79.7,Good,40.9
B.Tech,4,Government Exam,5.6,3.4,4.5,6.5,6.59,89,85,1,8,6,1,100,90,43,84,72,67,79.8,Good,85.1
B.Tech,1,Government Exam,5.3,1.1,11.2,8.6,7.57,89,65,0,3,1,0,35,48,77,48,56,65,73.6,Average,45.7
BCA,1,Placement,4.0,2.0,8.7,7.4,8.74,88,86,0,2,2,0,57,81,70,68,49,43,81.3,Good,53.4
B.Tech,4,Government Exam,4.8,3.7,4.9,7.0,7.57,75,75,0,7,4,0,99,82,55,82,60,54,91.2,Excellent,74.5
B.Com,2,Government Exam,3.6,3.7,3.8,8.3,6.74,82,95,0,4,3,0,78,77,81,95,46,47,76.4,Good,64.0
B.Tech,3,Placement,4.5,1.9,5.8,7.7,7.69,95,71,0,5,4,0,80,86,59,63,66,73,83.1,Good,67.0
B.Tech,2,Placement,2.7,2.0,6.4,6.9,7.25,91,80,0,4,2,0,66,58,59,66,52,40,71.9,Average,53.6
B.Tech,1,Higher Studies,3.3,1.7,8.1,7.2,7.8,100,84,0,2,1,0,27,63,73,51,65,61,71.6,Average,47.0
B.Tech,3,Entrepreneurship,4.1,1.1,3.7,6.2,8.97,89,82,0,4,3,0,59,51,64,60,55,41,90.4,Excellent,51.8
B.Tech,3,Higher Studies,3.1,1.7,6.6,6.4,7.72,78,86,0,4,4,1,66,60,68,91,64,70,75.9,Good,64.4
B.Tech,2,Placement,3.7,0.6,2.9,6.8,9.29,98,91,0,2,2,0,41,56,80,75,46,41,87.7,Good,46.9
BCA,2,Higher Studies,4.3,3.3,6.9,7.6,7.95,91,88,0,4,3,1,78,71,53,79,52,61,84.1,Good,63.9
B.Tech,4,Placement,5.1,3.0,5.8,5.8,6.97,84,86,0,7,4,0,94,98,52,72,56,48,85.3,Good,76.1
BCA,1,Higher Studies,5.9,3.2,9.9,7.1,9.8,93,96,0,3,2,0,55,68,61,77,63,57,98.6,Excellent,55.1
BCA,4,Government Exam,3.8,1.4,2.9,6.6,7.36,65,87,1,5,3,3,100,74,64,88,94,92,72.1,Average,88.1
B.Tech,2,Higher Studies,6.5,1.1,8.7,6.1,6.93,76,91,1,3,2,0,68,53,74,59,44,46,66.3,Average,49.3
BCA,3,Government Exam,5.9,2.6,2.6,6.6,9.8,100,81,0,6,5,2,93,71,94,73,83,84,100.0,Excellent,84.7
Law,4,Government Exam,5.3,2.6,3.3,4.7,7.03,87,88,0,7,5,2,82,76,64,56,94,91,87.8,Good,84.5
BCA,3,Higher Studies,4.7,2.3,2.6,6.2,6.91,92,74,3,3,1,2,35,56,65,40,57,45,53.5,At Risk,56.0
BBA,2,Placement,5.0,2.2,6.5,5.9,7.15,88,78,0,3,2,0,65,58,55,68,51,50,75.9,Good,50.2
B.Tech,3,Government Exam,6.3,4.6,3.7,6.7,7.99,95,87,0,6,5,0,100,97,53,66,59,58,100.0,Excellent,73.3
BBA,2,Entrepreneurship,6.3,3.0,3.3,4.7,8.69,99,93,0,4,4,0,38,75,75,64,57,54,99.2,Excellent,57.2
BBA,2,Placement,6.5,4.9,6.4,7.2,5.5,77,81,1,7,5,0,100,84,65,57,77,84,72.8,Average,76.0
BCA,4,Placement,4.6,4.0,6.9,7.9,8.42,92,81,1,5,4,2,71,77,83,66,79,77,84.2,Good,78.5
Law,3,Placement,5.3,4.5,6.1,6.9,7.2,62,96,0,8,5,1,100,97,82,70,84,91,92.6,Excellent,91.4
B.Tech,3,Government Exam,6.5,1.2,5.7,7.5,7.51,82,81,0,5,4,0,93,93,78,88,42,44,86.3,Good,70.7
B.Tech,2,Government Exam,3.6,3.2,9.7,6.5,8.98,89,85,0,5,3,0,90,77,43,71,65,68,89.3,Good,64.9
BBA,1,Placement,4.0,2.0,6.3,5.4,7.7,87,75,1,3,0,0,54,66,75,72,51,55,69.3,Average,53.6
B.Com,1,Entrepreneurship,4.5,0.5,7.6,7.0,7.98,82,75,0,1,0,0,42,39,50,56,61,63,72.8,Average,36.9
B.Tech,3,Placement,5.8,4.3,6.3,7.7,7.73,96,74,0,7,5,0,98,97,36,53,72,70,95.7,Excellent,75.3
B.Tech,3,Government Exam,5.9,2.1,3.8,5.7,8.47,85,91,0,6,5,1,80,89,68,53,69,71,97.9,Excellent,76.0
B.Tech,2,Placement,4.2,1.2,7.1,6.5,8.98,100,95,0,3,1,1,74,58,85,61,75,79,85.7,Good,62.1
B.Tech,4,Placement,2.2,2.0,4.7,6.8,5.5,69,70,0,6,4,2,100,82,75,65,79,81,62.0,Average,84.8
BBA,1,Placement,4.9,1.5,5.8,9.0,8.61,88,80,1,1,0,0,22,55,51,67,46,40,74.7,Average,38.0
BCA,2,Placement,3.1,1.7,6.6,7.2,8.76,88,88,0,4,2,0,59,67,100,55,44,48,84.2,Good,57.1
B.Tech,1,Higher Studies,2.3,2.2,2.1,5.1,7.69,84,86,0,2,2,0,57,69,77,38,42,46,74.7,Average,47.0
B.Tech,2,Higher Studies,2.6,4.6,2.8,4.8,6.68,92,83,2,7,3,0,93,86,52,59,62,66,65.6,Average,72.7
B.Tech,1,Placement,5.0,1.7,7.8,7.7,6.61,80,73,3,1,1,0,44,44,34,76,42,40,41.4,At Risk,36.0
B.Tech,4,Placement,6.5,4.5,4.7,9.0,9.8,96,92,0,8,7,0,100,98,61,60,62,58,100.0,Excellent,80.1
BCA,1,Placement,4.6,3.5,4.8,6.7,6.77,77,94,3,4,2,0,63,71,35,64,42,42,54.1,At Risk,52.4
Law,4,Government Exam,4.8,3.0,6.3,6.7,8.99,92,81,0,8,5,1,100,68,49,45,80,85,100.0,Excellent,77.8
B.Com,2,Government Exam,6.3,3.4,5.2,7.4,8.19,92,87,0,5,3,1,65,72,39,66,56,49,95.9,Excellent,63.8
B.Tech,4,Placement,2.2,2.5,6.8,6.2,9.07,93,95,0,7,4,1,95,68,53,69,81,81,91.3,Excellent,77.2
B.Com,3,Higher Studies,5.3,4.0,5.9,4.5,7.41,85,76,0,6,4,2,97,83,56,58,95,85,89.3,Good,84.5
BBA,4,Placement,4.5,3.2,6.4,8.0,6.13,88,84,1,7,4,0,77,93,51,76,69,62,68.4,Average,75.4
