degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability
B.Tech,CSE,2,9.43,95,6,3,7,5,80,72,1,1,0,4,96,84,91,53,77,36,86,2,99,61,Placement,Business Analyst,100.0,Excellent,74.5,70.8
B.Com,General,4,5.9,64,2,3,8,5,56,84,0,4,3,3,83,21,47,67,27,86,45,0,100,94,Higher Studies,Business Analyst,91.4,Excellent,61.6,58.5
BCA,General,1,8.6,64,4,2,8,9,59,78,3,3,2,3,2,16,39,89,71,86,74,0,42,50,Government Exam,Data Analyst,82.0,Good,51.5,48.9
BBA,Marketing,1,6.1,92,3,3,7,3,88,71,3,7,4,1,58,2,60,95,47,66,90,0,63,54,Placement,Data Analyst,86.8,Excellent,69.5,66.0
B.Tech,CSE,1,7.17,43,1,3,6,6,71,65,1,6,1,9,33,31,55,43,28,59,41,0,50,69,Government Exam,ML Engineer,88.4,Excellent,54.1,51.4
BBA,HR,4,7.27,43,5,1,4,11,63,78,0,5,3,8,5,32,84,64,53,80,35,2,71,57,Entrepreneurship,Data Analyst,97.5,Excellent,76.9,73.1
BCA,General,4,6.18,48,8,0,4,9,77,55,0,4,5,8,30,63,54,29,78,76,33,2,62,83,Government Exam,Software Engineer,97.6,Excellent,70.9,67.4
BCA,General,4,9.47,54,1,1,5,7,91,67,1,7,3,0,98,9,81,65,36,83,64,2,51,63,Higher Studies,ML Engineer,100.0,Excellent,86.0,81.7
Law,Criminal,2,5.51,95,4,5,7,5,71,78,2,7,5,3,31,4,47,55,52,52,76,0,96,71,Higher Studies,Data Analyst,96.2,Excellent,65.7,62.4
BCA,General,3,9.34,65,8,3,7,6,81,74,0,5,3,8,41,67,53,70,75,87,48,2,78,61,Government Exam,Business Analyst,100.0,Excellent,79.2,75.2
B.Com,Hons,3,9.3,54,4,2,4,3,60,94,2,0,0,3,56,37,44,51,80,85,56,1,60,44,Placement,Data Analyst,97.7,Excellent,51.1,48.5
B.Tech,AI&DS,1,6.86,65,3,0,6,6,63,51,1,4,1,1,72,95,37,51,56,60,40,0,76,44,Higher Studies,ML Engineer,76.7,Good,51.1,48.5
Law,Corporate,2,8.53,67,8,2,7,4,80,93,3,1,1,1,45,40,72,34,32,97,99,2,91,61,Government Exam,Data Analyst,100.0,Excellent,67.6,64.2
B.Com,Hons,4,6.59,46,7,4,8,4,93,81,3,7,0,9,90,83,53,28,48,91,88,2,73,87,Government Exam,Data Analyst,98.1,Excellent,85.6,81.3
BBA,HR,1,8.76,71,3,2,8,8,53,85,3,6,0,8,87,72,94,77,59,89,70,0,60,88,Government Exam,ML Engineer,85.3,Excellent,76.2,72.4
B.Tech,ECE,2,7.91,51,5,2,7,4,94,81,3,1,5,3,55,60,55,55,74,66,72,2,65,90,Entrepreneurship,ML Engineer,92.6,Excellent,68.0,64.6
BCA,General,1,6.79,74,6,5,6,5,71,90,0,7,5,0,49,14,55,41,33,63,57,1,75,78,Placement,Software Engineer,100.0,Excellent,70.9,67.4
B.Tech,ECE,2,7.22,91,7,3,8,8,78,69,2,6,5,0,85,51,95,32,27,30,92,1,88,61,Entrepreneurship,ML Engineer,100.0,Excellent,73.2,69.5
BBA,HR,2,8.47,71,3,5,6,4,84,86,3,5,0,0,29,7,69,60,51,70,96,0,89,46,Higher Studies,ML Engineer,100.0,Excellent,62.8,59.7
Law,Criminal,3,9.4,48,6,3,4,11,62,91,3,1,2,7,35,55,43,97,30,73,74,2,98,89,Higher Studies,ML Engineer,92.1,Excellent,68.9,65.5
Law,Criminal,1,6.06,53,7,5,5,11,69,87,3,3,3,0,25,97,62,45,88,64,53,1,73,100,Government Exam,Software Engineer,80.5,Good,66.4,63.1
Law,Corporate,4,7.96,52,6,3,4,3,68,82,1,1,2,4,49,29,86,80,69,56,93,2,48,93,Placement,Business Analyst,100.0,Excellent,73.4,69.7
BCA,General,3,6.59,95,5,3,5,11,64,54,0,0,1,8,1,73,68,63,56,50,68,1,57,60,Entrepreneurship,ML Engineer,84.2,Good,49.9,47.4
B.Com,General,3,8.95,99,8,3,8,8,75,55,1,4,0,3,6,77,30,49,64,52,74,1,83,74,Government Exam,ML Engineer,100.0,Excellent,60.4,57.4
B.Com,General,4,5.8,83,2,2,5,6,69,71,2,2,3,8,26,33,66,96,88,70,90,1,81,49,Higher Studies,ML Engineer,67.1,Average,67.6,64.2
B.Tech,AI&DS,2,8.46,72,8,4,5,2,85,70,3,1,5,4,79,58,47,56,85,79,72,0,78,89,Placement,Business Analyst,100.0,Excellent,55.4,52.6
BCA,General,4,6.25,71,6,3,7,11,55,68,0,4,4,8,48,55,59,77,45,51,96,2,69,51,Entrepreneurship,ML Engineer,96.5,Excellent,73.3,69.6
Law,Criminal,1,8.06,58,8,4,5,9,64,92,0,7,3,1,45,85,56,54,49,69,71,0,42,76,Government Exam,Software Engineer,100.0,Excellent,63.5,60.3
Law,Corporate,4,9.09,69,5,4,7,4,53,64,0,7,4,7,92,12,89,68,96,31,70,1,89,62,Higher Studies,Data Analyst,100.0,Excellent,85.1,80.8
BBA,HR,2,8.75,55,3,1,5,8,55,83,1,3,3,6,84,50,78,78,57,71,76,0,95,77,Higher Studies,Software Engineer,96.0,Excellent,65.8,62.5
BBA,Finance,4,8.74,51,1,1,7,7,51,96,1,4,0,6,25,58,59,26,46,59,72,0,99,98,Higher Studies,Business Analyst,90.0,Excellent,58.0,55.1
Law,Corporate,2,7.73,49,3,0,8,11,85,56,1,1,4,2,81,61,74,54,100,73,52,2,41,52,Placement,Business Analyst,77.9,Good,67.8,64.4
Law,Corporate,2,9.33,41,8,5,8,7,99,66,1,1,4,9,64,28,50,58,70,39,61,0,100,42,Placement,Business Analyst,100.0,Excellent,47.5,45.1
BCA,General,1,8.03,57,4,1,5,9,64,93,2,5,1,1,1,92,83,25,34,92,86,2,96,45,Higher Studies,Data Analyst,87.6,Excellent,76.0,72.2
B.Com,Hons,4,9.45,52,3,3,6,5,61,93,3,6,3,9,77,61,45,97,81,53,67,1,42,69,Higher Studies,Data Analyst,100.0,Excellent,73.8,70.1
BBA,HR,4,7.85,68,2,4,8,5,89,54,3,1,2,0,78,6,47,84,49,35,44,0,54,80,Placement,Software Engineer,79.1,Good,46.1,43.8
B.Com,Hons,1,7.68,63,5,5,4,4,93,88,1,0,5,0,63,43,63,46,51,74,57,1,80,42,Government Exam,Data Analyst,100.0,Excellent,51.8,49.2
BCA,General,2,6.46,77,6,0,4,2,90,51,1,4,2,6,63,5,50,30,69,47,42,1,42,41,Government Exam,Business Analyst,94.7,Excellent,55.1,52.3
Law,Corporate,4,7.84,51,4,1,7,11,56,76,1,5,1,8,99,98,60,28,26,45,64,0,96,96,Government Exam,Business Analyst,87.1,Excellent,61.0,58.0
B.Com,General,1,6.1,99,5,2,6,4,71,94,2,7,1,0,87,61,39,29,58,69,31,1,77,98,Higher Studies,ML Engineer,93.0,Excellent,72.8,69.2
Law,Corporate,2,9.24,99,5,5,7,2,57,73,2,6,1,9,59,100,33,73,80,45,90,0,82,69,Entrepreneurship,Business Analyst,100.0,Excellent,65.3,62.0
Law,Corporate,1,8.41,68,6,0,5,7,91,90,0,2,0,3,88,67,44,62,35,99,94,2,73,100,Higher Studies,ML Engineer,100.0,Excellent,73.6,69.9
B.Tech,AI&DS,4,9.77,61,7,3,8,9,60,96,3,0,0,1,8,77,82,69,94,42,70,1,56,67,Entrepreneurship,Software Engineer,97.1,Excellent,56.9,54.1
B.Com,General,1,5.9,75,3,5,6,4,51,77,1,2,0,7,14,69,88,65,56,97,33,2,42,92,Entrepreneurship,Data Analyst,84.2,Good,71.1,67.5
B.Com,General,3,6.53,40,1,4,7,5,79,96,0,7,0,8,36,16,84,82,72,79,82,1,46,88,Placement,ML Engineer,100.0,Excellent,83.4,79.2
Law,Corporate,2,9.27,82,7,3,7,6,53,50,3,1,1,2,5,48,91,68,97,58,43,2,70,88,Higher Studies,Software Engineer,94.2,Excellent,72.4,68.8
BCA,General,3,7.2,94,4,3,4,8,74,70,0,2,1,2,42,23,71,50,42,87,46,1,49,96,Entrepreneurship,Software Engineer,98.4,Excellent,60.2,57.2
B.Tech,CSE,3,7.51,79,6,5,5,7,70,77,2,2,0,6,44,76,57,82,78,36,43,2,90,82,Government Exam,Business Analyst,96.6,Excellent,71.4,67.8
Law,Corporate,2,9.2,73,2,2,7,3,74,52,2,0,0,8,75,11,36,27,47,34,70,1,74,79,Higher Studies,Data Analyst,87.6,Excellent,46.8,44.5
BBA,Marketing,2,7.74,73,2,2,4,8,58,79,0,7,4,6,90,56,40,59,88,69,91,0,67,73,Government Exam,Business Analyst,100.0,Excellent,71.2,67.6
BBA,Finance,1,6.33,87,1,5,6,9,57,50,0,0,3,6,70,28,58,79,70,33,81,1,94,70,Placement,Data Analyst,80.0,Good,59.0,56.0
B.Tech,ECE,2,9.34,72,1,5,7,2,54,94,3,4,4,1,27,87,63,70,87,36,56,1,94,56,Placement,Business Analyst,100.0,Excellent,67.7,64.3
BCA,General,3,5.63,43,3,5,4,7,95,96,1,2,3,0,51,61,54,24,92,66,69,0,59,97,Entrepreneurship,Software Engineer,89.8,Excellent,53.3,50.6
Law,Corporate,3,9.35,77,2,4,5,10,77,94,3,0,0,1,75,97,85,50,30,88,64,2,40,48,Placement,Business Analyst,83.3,Good,60.2,57.2
B.Com,General,4,5.72,69,4,1,8,8,51,67,3,4,0,5,34,77,69,26,54,79,88,2,81,59,Placement,Data Analyst,53.9,Average,73.6,69.9
B.Tech,IT,2,8.36,92,8,3,6,6,70,98,2,2,5,9,65,26,92,64,30,98,78,1,52,52,Placement,Business Analyst,100.0,Excellent,63.4,60.2
BCA,General,3,5.81,91,6,5,7,11,98,82,2,6,0,7,25,4,79,66,90,58,92,1,47,93,Higher Studies,ML Engineer,90.5,Excellent,78.9,75.0
B.Com,Hons,4,8.54,85,1,1,4,11,57,64,0,2,4,7,19,39,40,33,36,84,40,0,63,66,Government Exam,Business Analyst,90.2,Excellent,41.9,39.8
BBA,Marketing,4,5.65,59,1,4,7,10,83,73,2,5,1,5,88,46,89,44,74,96,35,0,61,75,Government Exam,Software Engineer,67.1,Average,67.9,64.5
BBA,Finance,1,9.12,65,1,3,8,3,72,85,3,7,3,1,61,8,93,66,45,59,70,0,66,99,Government Exam,Business Analyst,100.0,Excellent,74.5,70.8
B.Com,General,3,7.5,54,8,1,7,8,64,83,0,1,5,8,84,15,33,65,66,49,61,2,86,97,Higher Studies,Software Engineer,100.0,Excellent,67.1,63.7
B.Tech,IT,1,5.9,46,6,3,7,10,76,75,0,6,4,9,0,12,60,64,45,96,50,0,72,43,Government Exam,Software Engineer,100.0,Excellent,60.1,57.1
BBA,Marketing,3,8.54,46,4,2,4,3,51,89,2,7,5,3,91,53,83,50,76,90,86,1,99,66,Entrepreneurship,Software Engineer,100.0,Excellent,87.5,83.1
Law,Corporate,1,7.6,89,2,5,8,11,77,71,1,0,0,4,52,14,85,71,100,73,34,0,65,47,Government Exam,ML Engineer,84.0,Good,51.5,48.9
B.Com,Hons,1,6.32,68,8,2,6,7,60,65,2,3,1,0,76,99,73,23,93,85,57,0,83,48,Higher Studies,Data Analyst,83.7,Good,58.7,55.8
B.Com,Hons,2,5.57,62,8,0,4,10,95,89,0,6,4,8,29,24,34,65,98,89,99,1,42,60,Government Exam,Data Analyst,100.0,Excellent,72.1,68.5
BBA,Marketing,1,7.3,73,7,4,8,4,70,91,0,5,3,9,59,15,96,48,67,70,56,2,99,74,Higher Studies,Data Analyst,100.0,Excellent,86.1,81.8
B.Tech,ECE,2,5.87,59,4,5,8,9,91,65,1,7,5,0,9,43,97,68,45,69,82,2,69,100,Entrepreneurship,Data Analyst,100.0,Excellent,90.6,86.1
Law,Corporate,4,5.9,54,6,1,7,6,81,54,3,0,5,6,21,94,38,84,60,79,77,0,99,67,Government Exam,Data Analyst,65.6,Average,48.7,46.3
B.Tech,CSE,3,6.65,72,4,3,5,8,81,55,0,5,5,8,28,46,33,20,47,39,87,0,77,66,Placement,Software Engineer,100.0,Excellent,50.7,48.2
BCA,General,4,8.21,92,3,0,5,4,56,91,1,1,0,2,68,100,45,87,38,46,38,1,49,46,Placement,Business Analyst,89.3,Excellent,49.1,46.6
BCA,General,3,7.78,56,7,4,6,9,71,73,3,5,3,1,7,32,99,78,20,44,84,2,45,89,Higher Studies,Business Analyst,96.6,Excellent,78.0,74.1
BBA,Marketing,4,5.8,59,6,4,7,3,63,79,2,5,5,9,52,83,44,56,53,82,74,0,56,84,Higher Studies,Data Analyst,97.6,Excellent,60.1,57.1
BBA,Finance,3,9.66,96,7,4,5,9,62,86,1,4,0,7,10,25,81,97,60,80,57,0,98,73,Higher Studies,Software Engineer,100.0,Excellent,67.3,63.9
BBA,Marketing,1,9.31,52,7,1,4,3,70,81,3,6,0,3,25,98,60,71,84,95,57,0,46,53,Higher Studies,Data Analyst,100.0,Excellent,64.7,61.5
BCA,General,3,6.61,83,1,5,6,8,71,68,0,0,2,0,18,39,73,97,93,55,75,1,98,68,Placement,Business Analyst,86.9,Excellent,64.4,61.2
B.Tech,CSE,3,6.03,63,2,2,7,3,83,94,0,6,3,7,18,70,65,21,23,67,54,0,53,85,Placement,ML Engineer,100.0,Excellent,55.4,52.6
B.Tech,AI&DS,4,9.55,93,7,0,4,8,59,77,1,2,1,5,29,44,31,40,33,59,55,1,73,99,Entrepreneurship,ML Engineer,100.0,Excellent,52.6,50.0
BBA,Finance,4,7.48,86,3,1,5,2,50,96,2,3,0,5,35,94,57,48,82,84,91,2,95,68,Entrepreneurship,Business Analyst,85.0,Good,76.8,73.0
Law,Corporate,4,6.84,95,3,3,5,7,50,57,1,4,1,3,41,80,69,95,40,38,97,1,85,96,Entrepreneurship,Business Analyst,84.5,Good,72.9,69.3
B.Tech,CSE,2,7.61,76,6,1,5,11,73,92,0,6,4,5,55,42,92,57,83,45,96,2,45,93,Placement,ML Engineer,100.0,Excellent,87.7,83.3
BCA,General,2,8.82,46,5,3,5,8,52,50,3,0,0,1,8,71,92,51,45,53,63,1,72,96,Entrepreneurship,Data Analyst,76.2,Good,56.6,53.8
B.Com,General,3,6.22,47,8,3,8,5,80,53,2,4,5,5,6,22,46,60,88,49,50,0,57,100,Higher Studies,Business Analyst,97.1,Excellent,56.6,53.8
B.Com,General,3,8.8,62,1,4,6,2,92,71,3,6,0,1,17,46,67,41,98,91,63,0,45,60,Entrepreneurship,Data Analyst,98.0,Excellent,64.4,61.2
B.Com,General,1,8.72,53,2,1,6,7,90,71,1,2,5,5,8,43,65,61,43,81,73,2,57,99,Placement,Business Analyst,98.6,Excellent,69.0,65.6
Law,Criminal,1,7.82,43,2,2,5,5,62,79,1,5,0,8,5,81,61,31,29,81,50,0,69,88,Placement,Data Analyst,92.4,Excellent,55.6,52.8
BBA,HR,3,9.22,60,2,3,6,4,53,76,3,3,5,6,69,41,83,76,100,72,47,0,43,41,Entrepreneurship,Data Analyst,94.6,Excellent,59.5,56.5
BCA,General,2,6.07,85,8,4,4,5,72,76,3,6,1,3,44,11,88,27,51,39,65,0,64,90,Higher Studies,Data Analyst,93.0,Excellent,63.6,60.4
Law,Criminal,3,8.06,49,6,2,4,7,55,62,3,6,2,0,21,93,54,47,92,95,99,2,85,49,Higher Studies,ML Engineer,89.0,Excellent,84.0,79.8
BCA,General,1,7.43,61,1,1,6,6,83,88,1,2,3,8,80,35,43,76,50,100,82,1,42,63,Government Exam,Data Analyst,85.6,Excellent,60.5,57.5
BCA,General,2,7.32,69,7,2,5,3,90,76,3,3,0,0,78,78,73,72,34,94,49,1,85,66,Placement,Software Engineer,91.4,Excellent,68.0,64.6
BBA,Marketing,2,6.59,69,7,1,7,3,67,88,0,4,3,4,72,81,54,99,69,44,32,2,44,90,Higher Studies,Data Analyst,100.0,Excellent,75.3,71.5
B.Com,General,1,7.1,99,6,3,5,4,85,87,3,5,5,6,69,88,64,95,22,79,37,2,85,90,Entrepreneurship,ML Engineer,100.0,Excellent,81.8,77.7
BBA,Marketing,3,5.97,55,2,0,8,7,75,57,0,5,3,9,86,12,76,36,54,70,77,0,90,71,Placement,ML Engineer,80.3,Good,66.0,62.7
Law,Criminal,4,6.58,50,8,0,7,2,82,61,0,0,5,9,80,87,76,40,73,89,52,1,79,84,Placement,Business Analyst,100.0,Excellent,61.2,58.1
Law,Corporate,3,6.67,61,7,5,8,8,82,73,3,3,3,5,95,80,46,70,96,62,30,2,97,62,Placement,Data Analyst,90.2,Excellent,75.9,72.1
Law,Criminal,3,8.6,68,4,5,6,9,74,67,2,7,5,2,31,64,52,26,90,81,31,1,44,87,Placement,Business Analyst,100.0,Excellent,71.4,67.8
BBA,Finance,1,5.71,64,4,3,8,8,66,64,2,2,1,7,100,100,46,80,45,67,66,2,49,96,Higher Studies,Data Analyst,66.9,Average,70.2,66.7
BCA,General,2,8.3,97,8,2,6,4,52,65,2,3,5,6,66,26,58,73,54,93,80,2,84,91,Entrepreneurship,Data Analyst,100.0,Excellent,79.4,75.4
BCA,General,1,6.45,53,8,1,8,7,71,82,0,7,3,8,15,19,31,60,47,39,73,0,77,83,Entrepreneurship,Business Analyst,100.0,Excellent,60.6,57.6
B.Tech,ECE,3,5.85,53,1,0,7,5,98,59,2,6,4,0,1,17,40,79,35,79,53,1,93,75,Government Exam,ML Engineer,70.5,Good,69.8,66.3
Law,Criminal,4,6.79,41,2,1,8,6,84,96,2,4,5,7,66,63,45,63,67,92,61,1,59,96,Placement,ML Engineer,82.9,Good,69.6,66.1
BCA,General,4,6.47,93,6,3,5,4,53,73,3,5,1,3,40,8,80,96,100,88,85,2,81,60,Government Exam,Business Analyst,83.8,Good,90.8,86.3
B.Tech,AI&DS,4,7.87,52,8,2,6,6,77,94,1,4,1,6,50,73,50,48,88,41,79,2,52,61,Placement,Data Analyst,100.0,Excellent,70.9,67.4
BCA,General,1,7.04,42,8,1,4,7,62,68,0,4,4,6,13,24,50,62,95,87,93,2,98,62,Entrepreneurship,Business Analyst,100.0,Excellent,80.4,76.4
Law,Corporate,2,9.65,69,5,2,8,9,79,76,1,6,2,3,77,0,35,56,41,38,59,2,91,93,Entrepreneurship,Business Analyst,100.0,Excellent,77.8,73.9
B.Com,Hons,1,9.64,57,8,0,6,7,96,94,0,0,2,7,93,58,75,80,31,78,67,0,81,51,Entrepreneurship,ML Engineer,100.0,Excellent,50.5,48.0
Law,Criminal,4,7.41,93,5,1,4,10,61,90,0,7,5,0,48,35,52,78,77,90,84,0,40,52,Government Exam,ML Engineer,100.0,Excellent,68.1,64.7
BBA,Finance,3,8.92,75,5,4,6,11,52,80,2,4,0,4,48,17,87,80,58,80,32,2,93,73,Entrepreneurship,Data Analyst,97.4,Excellent,82.2,78.1
BCA,General,2,5.56,60,4,0,6,11,70,70,3,0,2,3,26,46,86,91,55,74,54,0,69,64,Higher Studies,Data Analyst,43.0,At Risk,51.3,48.7
BCA,General,1,7.86,92,6,2,4,11,89,65,1,6,0,3,80,78,90,39,25,96,74,1,75,41,Placement,Business Analyst,100.0,Excellent,73.6,69.9
BBA,Marketing,1,8.7,58,5,3,4,11,50,72,1,6,3,2,38,32,68,63,67,47,91,1,84,80,Entrepreneurship,ML Engineer,100.0,Excellent,76.7,72.9
BBA,Marketing,2,6.43,55,2,4,7,5,67,63,2,1,0,0,72,21,74,75,27,90,36,2,77,100,Placement,Data Analyst,70.2,Good,71.0,67.4
B.Com,Hons,2,5.76,67,2,5,8,3,62,72,1,3,2,4,35,87,58,67,89,79,56,0,47,93,Entrepreneurship,Data Analyst,87.0,Excellent,58.7,55.8
BCA,General,3,6.17,43,5,1,8,10,56,90,1,7,0,7,9,64,60,93,74,43,52,0,48,60,Government Exam,Business Analyst,82.4,Good,64.5,61.3
BCA,General,2,7.4,90,3,5,6,4,62,67,0,5,1,9,92,10,31,34,80,39,61,2,80,95,Higher Studies,ML Engineer,100.0,Excellent,75.9,72.1
B.Com,Hons,3,7.68,94,5,0,5,8,66,85,3,5,2,5,3,25,66,95,29,35,31,0,85,70,Placement,Software Engineer,80.8,Good,57.6,54.7
B.Tech,AI&DS,4,7.14,54,3,1,5,5,94,61,3,2,0,0,84,89,73,75,67,32,63,1,72,57,Government Exam,Software Engineer,67.6,Average,62.6,59.5
B.Com,General,4,7.39,40,1,1,6,2,81,86,1,5,2,4,100,69,99,75,85,31,81,1,76,55,Entrepreneurship,Business Analyst,94.2,Excellent,79.3,75.3
Law,Corporate,1,7.52,87,1,4,7,9,78,60,1,0,4,5,1,96,92,65,43,30,90,1,99,53,Higher Studies,Software Engineer,84.7,Good,55.6,52.8
BCA,General,4,8.81,86,2,4,4,5,94,54,0,5,2,8,78,62,82,76,47,81,63,1,94,72,Higher Studies,ML Engineer,100.0,Excellent,78.4,74.5
BBA,HR,4,5.95,55,6,4,6,7,79,70,2,0,4,8,27,77,32,64,53,42,36,2,88,85,Government Exam,Software Engineer,82.2,Good,56.7,53.9
Law,Corporate,3,8.81,93,4,4,8,8,60,81,0,5,0,4,88,87,48,99,76,61,39,0,45,46,Higher Studies,Software Engineer,100.0,Excellent,60.4,57.4
BCA,General,1,8.46,59,6,3,5,9,63,78,2,2,4,2,25,37,74,61,86,54,31,0,56,77,Placement,ML Engineer,99.3,Excellent,52.5,49.9
B.Com,General,2,8.69,72,2,2,5,11,59,56,2,3,2,5,72,48,90,81,45,67,59,1,93,59,Entrepreneurship,Data Analyst,78.9,Good,70.8,67.3
Law,Criminal,1,8.66,56,2,4,5,3,57,85,0,4,1,7,29,16,84,27,82,34,58,0,62,43,Higher Studies,ML Engineer,100.0,Excellent,53.6,50.9
BCA,General,4,7.52,44,6,0,7,10,80,89,3,3,4,4,8,56,100,33,41,47,89,1,76,50,Entrepreneurship,Data Analyst,78.7,Good,61.5,58.4
B.Tech,AI&DS,2,6.41,44,4,1,8,11,55,76,0,0,2,7,0,13,58,45,55,39,46,2,41,45,Higher Studies,Data Analyst,74.6,Good,49.2,46.7
B.Tech,CSE,1,7.81,97,2,5,7,4,68,55,2,7,1,0,55,82,77,60,97,82,85,2,57,78,Placement,Business Analyst,100.0,Excellent,92.2,87.6
BBA,Marketing,1,9.62,78,7,4,4,2,68,87,3,6,3,7,55,7,92,48,56,63,80,2,77,89,Entrepreneurship,Data Analyst,100.0,Excellent,87.4,83.0
BCA,General,1,8.03,52,7,0,6,3,61,53,3,4,5,1,75,55,50,82,22,59,54,1,67,46,Placement,Business Analyst,91.9,Excellent,60.9,57.9
B.Tech,IT,1,5.55,83,4,3,6,9,88,95,0,1,4,6,60,22,86,32,93,61,45,1,53,84,Higher Studies,Software Engineer,91.5,Excellent,60.7,57.7
B.Com,Hons,3,5.76,75,2,0,5,11,99,84,3,2,4,1,44,43,42,78,83,40,54,2,61,69,Government Exam,ML Engineer,52.8,Average,66.0,62.7
BCA,General,1,9.77,69,7,5,5,7,67,59,3,3,0,2,12,65,56,66,42,59,44,0,40,81,Entrepreneurship,Data Analyst,100.0,Excellent,48.3,45.9
B.Com,General,4,5.81,96,1,5,4,2,52,87,0,4,3,4,13,2,97,40,90,30,86,0,82,62,Entrepreneurship,Business Analyst,99.6,Excellent,62.2,59.1
B.Com,Hons,4,5.7,43,3,0,7,10,58,99,1,2,0,9,9,52,93,31,77,35,44,0,81,67,Placement,ML Engineer,61.3,Average,51.4,48.8
B.Tech,CSE,3,7.02,62,2,3,8,8,55,79,3,3,0,6,16,12,38,43,31,85,85,1,86,77,Placement,ML Engineer,64.4,Average,59.1,56.1
BCA,General,2,9.67,60,3,5,4,11,50,91,0,0,2,8,16,68,36,40,71,96,66,1,80,74,Government Exam,Business Analyst,100.0,Excellent,52.3,49.7
Law,Corporate,2,6.87,60,5,3,6,4,91,58,0,0,0,4,30,81,40,23,30,87,94,1,78,95,Placement,ML Engineer,98.3,Excellent,50.7,48.2
B.Tech,ECE,4,7.26,45,7,1,6,8,89,65,1,6,4,0,45,0,57,44,28,48,62,0,83,40,Government Exam,Data Analyst,100.0,Excellent,55.9,53.1
B.Tech,ECE,4,8.23,63,2,4,7,7,78,53,3,7,0,2,48,100,56,27,24,90,32,2,47,63,Placement,Software Engineer,86.1,Excellent,73.0,69.4
BCA,General,3,5.6,86,1,5,4,4,98,75,2,7,1,4,89,20,51,55,89,91,78,0,66,99,Higher Studies,Data Analyst,86.6,Excellent,76.0,72.2
BCA,General,2,9.36,92,4,0,8,9,84,78,2,0,4,2,98,82,71,53,90,100,51,2,49,87,Higher Studies,ML Engineer,92.3,Excellent,70.5,67.0
B.Com,Hons,2,7.73,70,1,2,4,2,84,77,3,7,5,7,99,55,61,69,37,64,83,2,73,67,Government Exam,Business Analyst,93.0,Excellent,85.8,81.5
BCA,General,1,7.51,58,3,2,4,6,79,60,3,1,2,7,74,97,43,47,98,72,50,1,93,94,Higher Studies,Software Engineer,70.8,Good,63.1,59.9
B.Com,Hons,1,9.2,77,4,1,7,9,84,77,0,5,0,0,79,1,55,81,84,34,56,0,85,73,Government Exam,Software Engineer,100.0,Excellent,65.6,62.3
B.Tech,AI&DS,1,9.6,51,1,2,8,4,88,93,0,0,1,7,92,83,84,93,98,75,33,2,80,56,Higher Studies,Software Engineer,100.0,Excellent,73.9,70.2
BBA,Marketing,3,7.32,53,1,1,6,11,71,81,2,7,5,3,17,30,100,63,73,64,30,1,72,63,Government Exam,ML Engineer,79.0,Good,78.9,75.0
Law,Criminal,4,6.24,89,1,4,5,7,92,73,3,0,1,5,74,12,84,51,28,65,33,1,87,70,Entrepreneurship,Data Analyst,61.1,Average,55.1,52.3
B.Tech,AI&DS,3,9.01,99,6,1,8,11,77,91,0,5,4,9,10,13,74,27,90,33,84,0,98,59,Government Exam,Business Analyst,100.0,Excellent,61.7,58.6
BCA,General,2,7.23,51,8,3,6,3,67,88,2,0,0,7,72,75,59,73,79,90,53,1,76,98,Higher Studies,Business Analyst,96.1,Excellent,63.4,60.2
Law,Criminal,4,9.52,95,4,3,7,10,81,56,2,4,1,1,88,56,95,36,28,31,58,0,47,68,Placement,Business Analyst,100.0,Excellent,54.5,51.8
BBA,Marketing,1,9.58,95,1,3,8,3,54,67,1,6,0,7,54,12,55,31,63,64,51,1,69,67,Entrepreneurship,ML Engineer,100.0,Excellent,68.1,64.7
BBA,Marketing,3,5.99,54,8,5,8,6,83,52,3,2,4,6,95,87,30,86,30,75,52,0,59,53,Placement,ML Engineer,86.9,Excellent,47.2,44.8
B.Com,General,3,9.61,58,7,3,6,4,80,93,1,1,3,3,97,94,53,94,22,33,37,1,40,81,Entrepreneurship,Data Analyst,100.0,Excellent,52.4,49.8
Law,Criminal,1,7.08,67,7,3,6,11,95,95,0,3,1,4,2,13,84,97,96,89,87,2,94,99,Entrepreneurship,ML Engineer,100.0,Excellent,88.6,84.2
B.Com,General,3,8.28,79,1,3,4,10,82,69,0,5,2,5,77,93,94,90,24,77,88,0,88,65,Government Exam,ML Engineer,100.0,Excellent,71.1,67.5
B.Tech,ECE,1,5.65,80,3,3,4,10,53,83,2,7,0,2,88,26,54,45,51,33,36,2,46,80,Government Exam,ML Engineer,70.6,Good,76.5,72.7
Law,Criminal,2,9.32,44,1,5,8,8,63,79,0,7,5,1,15,99,71,52,41,99,54,0,97,83,Entrepreneurship,Data Analyst,100.0,Excellent,70.9,67.4
B.Tech,CSE,4,8.26,44,7,3,5,11,64,58,1,6,4,1,99,69,73,63,73,80,74,0,50,50,Higher Studies,Data Analyst,100.0,Excellent,68.3,64.9
